id,drug,ae,path_found
negsent1_987,"aprotinin,aprotinin injections",chronic tendinopathy,FALSE
pos_3182,"etretinate,methotrexate",toxic hepatitis,FALSE
pos_165,interferon-alpha,"akathisia,neurotoxicity",FALSE
negsent1_1317,"colchicine,oral colchicine",corneal wound healing,FALSE
pos_463,amphotercin b,seizures,FALSE
pos_2995,benzodiazepine,coma,FALSE
negsent1_173,moxalactam,"diffuse pulmonary infiltration,renal transplant rejection",FALSE
pos_3347,"para-aminosalicylic acid,pas",hypoglycaemic coma,FALSE
pos_2498,amiodarone,"goiter,hypothyroidism,thyrotoxicosis",FALSE
negsent1_1339,pentamidine,heart rate stabilized,FALSE
pos_3704,paracetamol,fatal,FALSE
pos_365,cibenzoline,"blurred vision,cardiac failure,cibenzoline intoxication,qrs broadening",FALSE
negsent1_1267,bimatoprost,adverse effect,FALSE
pos_3895,nitrite,nitrite toxicity,FALSE
pos_1648,vincristine,cranial polyneuropathy,FALSE
pos_1487,methotrexate,nephropathy,FALSE
pos_1327,pentamidine,heart rate had decreased,FALSE
pos_108,methimazole,agranulocytosis,FALSE
pos_961,colchicine,myopathy,FALSE
pos_498,quetiapine,"agranulocytosis,leucopenia",FALSE
pos_1849,"5-fu,capecitabine",headaches,FALSE
pos_3042,formalin,fatal acute tubular necrosis,FALSE
pos_1364,phenylpropanolamine,stroke,FALSE
pos_285,interferon,depressive symptoms,FALSE
pos_1150,prostaglandin e1,harlequin color change,FALSE
pos_689,"clomipramine,interferon beta-1a","extrapyramidal symptoms,seizures",FALSE
negsent1_1218,"cyclophosphamide,bleomycin",mixed germ cell tumor,FALSE
pos_2419,"pegylated interferon,ribavirin",retinopathy,FALSE
neg_157,nimesulide,agep,FALSE
pos_3444,isoniazid,neurotoxicity,FALSE
pos_1443,interferon,nephrosis,FALSE
pos_1434,dofetilide,"acute ischemia,marked qt prolongation,torsades de pointes",FALSE
pos_1253,"temozolomide,tmz",refractory anemia with excess blasts,FALSE
pos_1733,cpa,severe hepatotoxic reactions,FALSE
pos_605,"bleomycin,cisplatin,vinblastine",posterior leukoencephalopathy,FALSE
pos_3618,cotrimoxazole,"elevation of serum creatinine and blood urea,hyperkalaemia,increased urinary n-acetyl glucosaminase,one patient became unconscious",FALSE
pos_4224,"nefazodone,tacrolimus",interaction,FALSE
pos_1114,sulfadoxine-pyrimethamine,life-threatening hypoglycaemia,FALSE
negsent1_120,ranibizumab,high intraocular pressure,FALSE
pos_1359,itraconazole,"absence of deep reflexes,mild left ptosis,mild weakness of the upper extremities,neurogenic bladder,paralytic ileus,severe paralysis of the lower extremities",FALSE
negsent1_829,fluoxetine,ingested 12 gm of fluoxetine,FALSE
negsent1_314,"ticlopidine,antibiotics",septic episode,FALSE
pos_3004,prochlorperazine,lost consciousness,FALSE
pos_880,lithium,"lethargy,lithium toxicity",FALSE
negsent1_229,"aspirin,clopidogrel","fatal bleeding,antiplatelet resistance,bleeding risk assessment",FALSE
pos_411,methimazole,"bone marrow toxicity,massive plasmocytosis",FALSE
pos_2755,isotretinoin,teratogenic effects,FALSE
pos_1977,acetylsalicylic acid,pericardial hemorrhage,FALSE
pos_1593,statin,myasthenia gravis,FALSE
pos_1299,vancomycin,"cerebrospinal fluid eosinophilia,csfe",FALSE
negsent1_202,triamcinolone acetonide,"cystoid macular edema,penetrating keratoplasty",FALSE
pos_1771,bevacizumab,acute endophthalmitis,FALSE
pos_1080,heparin,large intramural esophageal hematoma,FALSE
pos_59,neutral protamine hagedorn (nph) insulin,protamine hypersensitivity,FALSE
pos_152,gliclazide,acute hepatitis,FALSE
pos_28,calcipotriol,"allergic reactions,irritation of the skin",FALSE
negsent1_723,desmopressin,improved,FALSE
pos_2717,fudr,neurologic toxicity,FALSE
negsent1_318,amoxapine,appeared in breast milk,FALSE
pos_490,"amodiaquine,artesunate",asymptomatic hepatitis,FALSE
pos_1172,capecitabine,peripheral neuropathy,FALSE
pos_1665,"carbamazepine,divalproex sodium,risperidone,topiramate,venlafaxine","nms,ss",FALSE
pos_316,lead,"hypertension,lead-induced hypertension",FALSE
pos_4233,methotrexate,hepatic necrosis,FALSE
pos_4256,mineral oil,lipoid pneumonia,FALSE
neg_39,cisplatin,siadh,FALSE
pos_1403,captopril,pulmonary infiltrates with eosinophilia,FALSE
negsent1_836,lorcainide,"organic heart disease,complex ventricular arrhythmias",FALSE
negsent1_147,flurbiprofen,,FALSE
pos_2276,cyclosporine,leg pain,FALSE
negsent1_672,lithium,neurotoxicity,FALSE
pos_1852,"lithium,propafenone",brugada type electrocardiographic changes,FALSE
negsent1_615,"mannitol,methylprednisolone",intraocular pressure elevation,FALSE
pos_3946,amiodarone,"polymorphous ventricular tachycardia,syncope",FALSE
negsent1_256,arsenic trioxide,,FALSE
pos_697,capecitabine,allergic reaction,FALSE
negsent1_1263,quetiapine,concentrations of quetiapine found in femoral blood,FALSE
pos_764,"propylthiouracil,ptu",elevated hepatic enzymes,FALSE
negsent1_1174,methadone,"underlying cardiac abnormalities,electrolyte disturbances",FALSE
negsent1_1279,clozapine,,FALSE
pos_1779,imatinib,deep vein thrombosis,FALSE
pos_472,dipivefrin,cicatricial entropion,FALSE
pos_162,nitrofurantoin,respiratory symptoms,FALSE
negsent1_996,adriamycin,exceed the recommended maximum cumulative dose level,FALSE
pos_198,carboplatin,hypersensitivity,FALSE
pos_3237,cyclofenil,hepatic reactions,FALSE
pos_1701,rituximab,hepatitis b virus reactivation,FALSE
negsent1_596,"minocycline,drug,calcium","metabolite-protein complex,insoluble minocycline-melanin complex",FALSE
pos_1761,docetaxel,fatal interstitial pneumonitis,FALSE
pos_2634,cytosine arabinoside,peripheral nervous system disturbances,FALSE
pos_2120,"citalopram,propafenone","coronary artery disease,dizziness,falls",FALSE
pos_1506,interferon-beta,"arthritis,bursitis",FALSE
pos_3484,doxorubicin,symptomatic cardiac failure,FALSE
negsent1_162,levodopa,choreoballistic movements,FALSE
pos_4009,clozapine,polyserositis,FALSE
pos_297,warfarin,"diarrhea,over-anticoagulation",FALSE
negsent1_1123,natalizumab,,FALSE
pos_3550,methyl nitrite,methemoglobinemia,FALSE
pos_501,ofloxacin,toxic epidermal necrolysis,FALSE
pos_1643,methylprednisolone,"myocardial infarction,severe hypertension",FALSE
pos_1585,bcnu,cardiac toxicity,FALSE
negsent1_1149,mirtazapine,overdose,FALSE
pos_946,l-dopa,daytime somnolence,FALSE
pos_2704,l-thyroxine,acute myocardial infarction,FALSE
pos_465,amphotericin b,seizure,FALSE
pos_1098,phenytoin,"purple glove syndrome,soft-tissue injury",FALSE
pos_376,ifn-alpha,"autoimmune thyroiditis,thyroid disorders",FALSE
pos_950,lithium,"epstein's anomaly,teratogenicity",FALSE
pos_3634,l-asparaginase,"cerebral thrombosis,coagulation protein deficiencies,hemorrhage",FALSE
pos_3165,cholestyramine ii,"confusion,drowsiness,lethargy",FALSE
negsent1_1199,"imiquimod,topical imiquimod","excisional surgery,nonmelanoma skin cancer",FALSE
pos_336,"clomipramine,clozapine",serotonin syndrome,FALSE
pos_1549,"smx,sulfamethoxazole,tmp,trimethoprim","atypical lymphocytosis,cervical lymphadenopathy,eosinophilia,fever,hepatosplenomegaly,skin eruptions",FALSE
negsent1_1108,"bucillamine,steroid,lobenzarit disodium",pulmonary tuberculosis,FALSE
pos_1350,tegaserod,ischemic colitis,FALSE
pos_2043,enalaprilat,acute bilateral parotitis,FALSE
neg_34,moxifloxacin,corneal ulcers,FALSE
pos_2475,erlotinib,fatal interstitial lung disease,FALSE
pos_55,paroxetine,hair loss,FALSE
pos_2391,ciprofloxacin,hemorrhagic vasculitis,FALSE
pos_1251,quetiapine,myoclonus,FALSE
pos_1535,sirolimus,pneumonitis,FALSE
pos_1959,quetiapine,"leucocytopenia,thrombocytopenia",FALSE
pos_926,norethisterone,gestational diabetes,FALSE
pos_1678,thrombin,arterial thrombosis,FALSE
pos_1908,interferon alpha,lichen nitidus,FALSE
negsent1_134,beclomethasone diproprionate,,FALSE
pos_2546,"gentamicin,penicillin g",hypersensitivity reaction,FALSE
negsent1_140,tolmetin,,FALSE
pos_1513,"smx,sulfamethoxazole,tmp,trimethoprim",meningitis,FALSE
pos_736,methotrexate,systemic anaphylaxis,FALSE
pos_3013,methotrexate,diffuse interstitial pulmonary fibrosis,FALSE
pos_489,vincristine,severe motor neuropathy,FALSE
pos_1467,penicillin,jhr,FALSE
negsent1_1469,"statin,statin medication",recovery,FALSE
pos_3594,fluoxetine,seizures,FALSE
pos_3117,diazepam,seizures,FALSE
pos_1990,acyclovir,vzv antigen-positive zoster,FALSE
pos_1138,l-asparaginase,"lethal complication,pancreatitis",FALSE
pos_3621,nitrous oxide,subacute combined degeneration of the spinal cord,FALSE
negsent1_278,"levamisole,warfarin",dosage adjustment,FALSE
negsent1_1398,acyclovir,,FALSE
pos_404,ethanol injection,cutaneous seeding,FALSE
pos_3340,niflumic acid,densification of trabecular bone,FALSE
pos_3593,fluoxetine,seizures,FALSE
pos_2304,sunitinib,gynaecomastia,FALSE
pos_1839,interferon-alpha,psoriasis,FALSE
pos_3155,propranolol,abnormal rhythm,FALSE
pos_1414,triamcinolone,cataract,FALSE
pos_1121,indapamide,glucose tolerance impairing,FALSE
negsent1_907,hydroxychloroquine,,FALSE
pos_705,cytarabine,"bullous eruption,ppe",FALSE
pos_4016,rhgh,hypercalcemia,FALSE
pos_2675,chlorambucil,acute myelogenous leukemia,FALSE
pos_3227,gold,nephrotic syndrome,FALSE
pos_3983,lovastatin,rhabdomyolysis,FALSE
pos_112,gemcitabine,"renal failure,thrombotic microangiopathy",FALSE
negsent1_1049,amiodarone,life-threatening tachyarrhythmia,FALSE
pos_2410,"kayexalate,sodium polystryrene sulfonate",colonic necrosis,FALSE
pos_1371,imiquimod,"multiple comedones,ruptured epidermoid cysts",FALSE
pos_2871,amiodarone,torsade de pointes,FALSE
pos_3253,thiabendazole,"cholestasis,sicca complex",FALSE
negsent1_1462,"cyclosporine,analgesic agents","change from intravenous to oral administration,pain",FALSE
pos_3514,quinapril,cough,FALSE
negsent1_993,mefloquine,adverse effect,FALSE
pos_2502,mp,transient renal failure,FALSE
negsent1_1042,"budesonide,corticosteroids",,FALSE
pos_802,magnesium sulfate,"low plasma parathyroid hormone,pth,severe hypocalcemia",FALSE
negsent1_316,"fluvoxamine,haloperidol",symptoms abated,FALSE
negsent1_653,"cyclophosphamide,mitoxantrone",widely metastatic cancer of the breast,FALSE
pos_2489,prochlorperazine,"epiglottitis,oro-pharyngeal dystonic reaction",FALSE
pos_3519,cefuroxime,acute renal failure,FALSE
pos_3515,quinapril,cough,FALSE
pos_1824,ezetimibe,acute pancreatitis,FALSE
pos_4051,enalapril,acute renal failure,FALSE
negsent1_857,"clarithromycin,carbamazepine",,FALSE
pos_4223,"nefazodone,tacrolimus",interfere with tacrolimus metabolism,FALSE
pos_1708,"warfarin,heparin","skin necrosis,thrombocytopenia",FALSE
negsent1_304,"etanercept,rifampin,isoniazid,pyrazinamide,ethambutol",tuberculous uveitis,FALSE
pos_4159,ptu,anca,FALSE
pos_3716,risperidone,"feeding gastrostomy,worsening parkinsonism",FALSE
negsent1_809,doxorubicin,treatment of solid tumors,FALSE
pos_782,lithium,diabetes insipidus,FALSE
pos_3592,fluoxetine,seizures,FALSE
pos_1530,"interferon alpha,ribavirin",sarcoidosis,FALSE
pos_4103,clindamycin phosphate,clostridium difficile toxin-induced colitis,FALSE
neg_94,etoposide,t-aml,FALSE
negsent1_53,methysergide,clinical and laboratory manifestations,FALSE
pos_2042,enalaprilat,acute parotitis,FALSE
neg_160,mmi,acc,FALSE
pos_3866,mtx,"death,liver failure",FALSE
negsent1_1344,"carbamazepine,phenytoin",adverse effect,FALSE
pos_1978,"nelfinavir,indinavir,efavirenz","cutaneous rash,fever,nausea,renal colic,temporary memory loss",FALSE
pos_3326,propranolol,bronchospasm,FALSE
pos_2554,pyridostigmine bromide,"bromide intoxication,postoperative psychosis",FALSE
pos_2793,"carbamazepine,diphenylhydantoin",deposits of plasma proteins in the skin,FALSE
negsent1_279,"vancomycin,teicoplanin","neutropenia,cross-reactivity",FALSE
pos_511,triiodothyronine,thyrotoxicosis,FALSE
pos_9,5-fluorouracil,neurotoxicity,FALSE
negsent1_999,epinephrine,mishaps,FALSE
pos_1039,ppa,"extremely elevated levels of ppa,occipital infarcts",FALSE
pos_1245,ra,deterioration in renal function,FALSE
pos_3101,prednisone,disseminated histoplasmosis,FALSE
pos_2159,"acenocoumarol,econazole",laryngeal hematoma,FALSE
pos_902,bleomycin,scleroderma,FALSE
pos_3289,lithium,delirium,FALSE
pos_3913,rifabutin,uveitis,FALSE
pos_398,methadone,myoclonus,FALSE
pos_1335,vigabatrin,visual field defects,FALSE
pos_202,etoposide,secondary leukemia,FALSE
negsent1_1157,"fluphenazine,fluphenazine decanoate,thioridazine,haloperidol","verbal threats,aggressive behavior",FALSE
negsent1_1256,zonisamide,complication,FALSE
pos_353,meloxicam,endoscopic lesions,FALSE
pos_1030,infliximab,sleep disordered breathing,FALSE
pos_1576,phenol,"neurotoxicity,visual loss",FALSE
pos_278,5-aminosalicylic acid,acute pancreatitis,FALSE
pos_1512,trimethoprim-sulfamethoxazole,aseptic meningitis,FALSE
pos_3949,verapamil,acute asthma,FALSE
pos_686,interferon-alpha,nephrotic syndrome,FALSE
pos_354,meloxicam,bloody diarrhoea,FALSE
negsent1_1257,"tobramycin,ciprofloxacin",,FALSE
pos_3031,rifampicin,erythema multiforme bullosum,FALSE
pos_3996,atra,extramedullary relapse,FALSE
pos_3425,aspirin,acute subdural haematoma,FALSE
pos_1617,infliximab,severe avp,FALSE
negsent1_1405,foscarnet,abnormalities,FALSE
negsent1_1303,lithium,,FALSE
pos_1383,lamivudine,"acute dystonic reactions,adrs",FALSE
pos_3765,m-csf,"nephrotic syndrome,renal disease",FALSE
pos_3139,ampicillin,seizures,FALSE
pos_1787,tobramycin,"deterioration of pulmonary function,recurrent eosinophilia",FALSE
pos_47,heparin,priapism,FALSE
negsent1_879,amiodarone,recurrent supraventricular tachyarrhythmias,FALSE
pos_3878,tobramycin,tetany,FALSE
pos_3069,dextrose,increased histamine release,FALSE
pos_1126,imatinib mesylate,"discrepancies between hematologic, marrow morphologic, and cytogenetic responses",FALSE
pos_706,tamoxifen,malignant transformation of endometriosis,FALSE
pos_556,itraconazole,hepatotoxicity,FALSE
pos_1415,triamcinolone,"cataract,severe loss of vision",FALSE
pos_2820,d-penicillamine,"epithelial crescents,hemoptysis,rapidly progressive glomerulonephritis",FALSE
negsent1_1253,dextromethorphan,,FALSE
negsent1_139,triamcinolone,exudative macular degeneration,FALSE
negsent1_207,doxorubicin,"cutaneous side effect,cutaneous toxicity",FALSE
neg_23,dasatinib,pleural effusion,FALSE
pos_1316,anti-d igiv,"dic,disseminated intravascular coagulation,hemoglobinemia",FALSE
negsent1_1209,"phenylephrine,antibiotics,prednisolone,atropine,flurbiprofen","surgical removal of cataracts,maximal mydriasis,pupillary constriction in response to surgery",FALSE
pos_2289,azathioprine,leukopenia,FALSE
pos_1035,quinacrine,bilaterally symmetric bull's-eye maculopathy,FALSE
pos_2185,diltiazem hydrochloride,fever,FALSE
pos_2136,"aspirin,clopidogrel",intracranial bleeding,FALSE
negsent1_711,thrombin,"craniotomy,hemorrhage,bleeding",FALSE
pos_585,amifostine,life-threatening anaphylactoid reaction,FALSE
pos_1508,ifn-beta,monoarthritis,FALSE
pos_2659,lithium,neurotoxicity,FALSE
negsent1_939,colchicine,renal failure,FALSE
pos_2851,bcg,metastatic osteomyelitis,FALSE
pos_3972,tamoxifen,proliferative lesions of the endometrium,FALSE
pos_113,infliximab,b-cell non-hodgkin's lymphoma,FALSE
negsent1_1346,carbamazepine,haemodialysis,FALSE
pos_3720,azathioprine,pancytopenia,FALSE
pos_2245,ivig,acute renal failure,FALSE
pos_1203,"methotrexate,rofecoxib",epstein-barr virus-associated lymphoproliferative disorder,FALSE
pos_4054,ritonavir,adverse cutaneous reactions,FALSE
pos_1644,glucocorticoids,myocardial infarction,FALSE
pos_1825,ezetimibe,pancreatitis,FALSE
pos_1929,sulfasalazine,"fever,leukocytopenia,skin eruptions,thrombocytopenia",FALSE
negsent1_1323,"acarbose,cold remedy",,FALSE
pos_2927,"papaverine,phentolamine",penile fibrosis,FALSE
pos_2285,bacitracin,anaphylactic reaction,FALSE
pos_2735,co-trimoxazole,red cell aplasia,FALSE
pos_1662,diamorphine,anaphylaxis,FALSE
pos_2775,rifampicin,adrenal failure,FALSE
pos_2823,gold,pneumonitis,FALSE
pos_1922,"colchicine,simvastatin","acute weakness,mild chronic renal insufficiency",FALSE
pos_3399,"methotrexate,pan",sensorineural hearing loss,FALSE
negsent1_670,propranolol,,FALSE
pos_3167,cholestyramine,hyperchloremic metabolic acidosis,FALSE
pos_2095,terlipressin,"prolonged qt interval,torsade de pointes",FALSE
negsent1_472,lithium,"renal failure,secondary lithium toxicity",FALSE
pos_2002,trastuzumab,interstitial lung disease,FALSE
pos_1675,rituximab,boop,FALSE
pos_3502,albuterol,hypokalemic,FALSE
negsent1_1431,carbamazepine,low sodium values,FALSE
negsent1_718,mianserin,withdrawal,FALSE
pos_717,"clarithromycin,isradipine",increasing the hepatic toxicity,FALSE
pos_2900,amiodarone,acute hepatitis,FALSE
pos_3266,sq 14225,transient anuria,FALSE
pos_415,metformin,hemorrhage,FALSE
negsent1_624,"enoxaparin,warfarin",,FALSE
pos_4000,propylthiouracil,cutaneous vasculitis,FALSE
pos_3756,cisplatin,clostridium difficile colitis,FALSE
negsent1_1172,sorafenib,,FALSE
pos_4175,alprazolam,decreased plasma cortisol level,FALSE
pos_1760,docetaxel,pulmonary toxicity,FALSE
pos_503,ofloxacin,toxic epidermal necrolysis,FALSE
pos_2682,trihexyphenidyl,"acute respiratory difficulties,cranial dystonia,inspiratory stridor",FALSE
pos_3322,treosulfan,acute leukemia,FALSE
pos_321,nevirapine,sjs,FALSE
pos_2016,imatinib,"acute liver failure,herpetic rash",FALSE
pos_531,metoclopramide,"agitation,confusion,diaphoresis,fever,hypertension,tachycardia,tachypnea",FALSE
pos_1642,radioiodine,hypothyroidism,FALSE
pos_3309,vincristine,acute acoustic nerve palsy,FALSE
negsent1_478,clonidine,polypharmacy,FALSE
pos_682,"mizoribin,bredinin","adh hypersecretion,siadh",FALSE
pos_2568,ifosfamide,lethal anuria,FALSE
pos_349,acetazolamide,acute renal failure,FALSE
pos_502,ofloxacin,toxic epidermal necrolysis,FALSE
pos_2897,amiodarone,"fall in prothrombin time,jaundice,marked increase in serum transaminase levels,severe centrilobular necrosis",FALSE
negsent1_1181,"paracetamol,alcohol",,FALSE
pos_3426,aspirin,intracranial haemorrhage,FALSE
pos_1033,quinacrine,bull's-eye maculopathy,FALSE
negsent1_666,"calcitonin,salmon calcitonin",serum tryptase levels at baseline and after intramuscular challenge test,FALSE
pos_2529,disulfiram,hepatitis,FALSE
pos_2592,acyclovir,fever,FALSE
pos_2574,doxorubicin,severe acute encephalopathy,FALSE
pos_1732,cyproterone acetate,hepatotoxicity,FALSE
negsent1_154,formic acid,dialysis,FALSE
pos_4126,suxamethonium,apnoea,FALSE
negsent1_1120,insulin,"intensive insulin therapy,rapid near-normalization of blood glucose levels",FALSE
negsent1_992,dextrose,,FALSE
pos_2268,enoxaparin,hepatotoxicity,FALSE
pos_3639,acyclovir,excessive maternal and physician anxiety,FALSE
negsent1_637,lamotrigine,apneic episodes,FALSE
pos_2342,valproic acid,elevated serum ammonia levels,FALSE
negsent1_308,riluzole,,FALSE
pos_3578,diphenylhydantoin,acute intermittent porphyria,FALSE
pos_4187,metrifonate,seizures,FALSE
neg_96,cisplatin,100 mg/m2,FALSE
pos_2767,niacin,reversible toxic cystoid maculopathy,FALSE
neg_138,theophylline,ulcer,FALSE
pos_650,bucillamine,giant mammary hyperplasia,FALSE
negsent1_1031,cisplatin,therapy,FALSE
pos_2179,methotrexate,anaphylaxis,FALSE
pos_2943,amiodarone,hypothyroidism,FALSE
pos_4083,cyclosporine,hypersensitivity reactions,FALSE
neg_168,pres,posterior reversible encephalopathy syndrome,FALSE
pos_3785,fluticasone propionate,"adrenal suppression,growth retardation",FALSE
pos_2907,"cisplatin,etoposide",paroxysmal supraventricular tachycardia,FALSE
pos_3607,meperidine,central nervous system toxicity,FALSE
pos_1439,sirolimus,hepatotoxicity,FALSE
pos_2380,lamotrigine,apnea,FALSE
pos_2934,vasopressin,lethal complication,FALSE
pos_625,ticlopidine,marrow aplasia,FALSE
pos_1424,levodopa,"anarchic discharges of motor unit potentials,flexor spasms,marked motor hyperactivity,painful dysesthesia,tonic grouped discharges",FALSE
pos_114,infliximab,lymphoma,FALSE
pos_729,zonisamide,"altered mental status,visual hallucinations",FALSE
pos_3378,atovaquone,vortex keratopathy,FALSE
negsent1_934,"olanzapine,clozapine,risperidone",have been reported to be associated with the condition,FALSE
pos_3808,lithium,"cdi,central diabetes insipidus",FALSE
negsent1_1119,"methotrexate,prednisone",emergency department admission,FALSE
pos_1888,oxcarbazepine,angioedema,FALSE
pos_3211,quinacrine hydrochloride,psychosis,FALSE
negsent1_1012,"fluoxetine,tricyclics",detection rates,FALSE
pos_3583,methotrexate,"acute megaloblastic anaemia,pneumonitis",FALSE
negsent1_236,"magnesium,curariform nondepolarizing muscle relaxant",neuromuscular block,FALSE
negsent1_261,cyclosporine,autoimmune myasthenia gravis,FALSE
pos_3454,furosemide,fever,FALSE
pos_869,fluvoxamine,schneiderian first-rank symptoms,FALSE
pos_610,gelofusine,anaphylactoid reaction,FALSE
pos_777,mitomycin c,comeoscleral perforation,FALSE
pos_3184,hydrochlorothiazide,hyponatremia,FALSE
pos_933,cyclophosphamide,neh,FALSE
negsent1_863,moxifloxacin,,FALSE
pos_1558,ifn-alpha,hyperthyroidism,FALSE
pos_4258,mineral oil,potential hazards,FALSE
pos_1534,sirolimus,interstitial pneumonitis,FALSE
neg_63,amiodarone,torsades de pointes,FALSE
negsent1_1208,"streptokinase,heparin",,FALSE
pos_2048,pregabalin,cortical negative myoclonus,FALSE
pos_1607,warfarin,"bloody tears,sub-conjunctival haematoma",FALSE
pos_3199,amiodarone,pulmonary toxicity,FALSE
pos_3249,methimazole,agranulocytosis,FALSE
negsent1_582,scopolamine,acute angle-closure glaucoma,FALSE
pos_18,"bupivacaine,lidocaine",methemoglobinemia,FALSE
negsent1_788,"sargramostim,filgrastim",,FALSE
pos_3914,rifabutin,uveitis,FALSE
pos_2003,"4-chloro-7-nitrobenzofurazan,nbd-cl",acute allergic contact dermatitis,FALSE
pos_2843,cyclosporine a,herpes esophagitis,FALSE
pos_3012,methotrexate,diffuse interstitial pulmonary fibrosis,FALSE
pos_4247,alteplase,"cutaneous ecchymosis,diffuse subfascial hematoma,sudden fall in hemoglobin",FALSE
pos_3680,acyclovir,"coma,nonoliguric renal failure",FALSE
pos_1747,"actinomycin-d,adriamycin,mithramycin",cardiomyopathy,FALSE
negsent1_694,valproate,underrecognized complication,FALSE
pos_3250,"methimazole,propylthiouracil",agranulocytosis,FALSE
neg_91,sorafenib,interstitial lung disease,FALSE
pos_1087,interferon-alpha,restless legs syndrome,FALSE
negsent1_960,propafenone,"uncontrolled atrial fibrillation,fatigue",FALSE
pos_859,clonazepam,"aggression,agitation,hyperactivity,irritability,property destruction,temper tantrums",FALSE
pos_3689,disulfiram,teratogen,FALSE
pos_140,theophylline,theophylline poisoning,FALSE
pos_4110,"lamotrigine,valproic acid","accumulation of a toxic intermediate metabolite,increased serum lamotrigine levels",FALSE
negsent1_866,venlafaxine,found safe and effective,FALSE
pos_2739,"ethambutol,isoniazid",optic neuropathy,FALSE
negsent1_689,methotrexate,detection of abnormalities,FALSE
pos_662,rofecoxib,"herpetiform fixed drug eruption,red-brown lesion",FALSE
pos_666,gemcitabine,hemolytic-uremic syndrome,FALSE
negsent1_1221,prednisone,sensitivity,FALSE
pos_1703,rituximab,hbv reactivation,FALSE
pos_2097,bevacizumab,spontaneous nasal septal perforation,FALSE
pos_1461,senna,cholestatic hepatitis,FALSE
pos_4193,methimazole,aa,FALSE
pos_916,"carbamazepine,cbz",asterixis,FALSE
negsent1_1357,linezolid,multidrug resistant tuberculosis,FALSE
negsent1_785,pirmenol,,FALSE
pos_1986,"aspirin,clopidogrel",upper gastrointestinal haemorrhage,FALSE
negsent1_877,"vancomycin,intraventricular vancomycin",shunt infection,FALSE
negsent1_1429,olanzapine,fatal agranulocytosis,FALSE
pos_923,tegretol,siadh,FALSE
pos_2319,tigecycline,acute pancreatitis,FALSE
pos_2322,leuprolide acetate,myositis,FALSE
pos_3636,levodopa,"myoclonus,seizures",FALSE
negsent1_268,desmopressin,"provides symptomatic relief,serious complications",FALSE
negsent1_775,progestin,active hyperplasia,FALSE
pos_3766,m-csf,macrophage-related glomerular injury,FALSE
negsent1_1082,insulin,,FALSE
pos_3603,valproic acid,altered mental status,FALSE
pos_3344,metformin,miliary tuberculosis,FALSE
pos_1448,venlafaxine,"ui,urinary incontinence",FALSE
pos_885,rh,bilateral gynaecomastia,FALSE
pos_1903,"cyclosporine,simvastatin",rhabdomyolysis,FALSE
pos_3229,glibenclamide,"cutaneous bullae,intrahepatic cholestasis",FALSE
pos_2374,nitrofurantoin,acute liver damage,FALSE
pos_3823,cyclophosphamide,sarcoma,FALSE
pos_1313,mmf,bone marrow toxicity,FALSE
pos_4129,sulprostone,"cardiac arrest,coronary spasm",FALSE
pos_894,"bromocriptine,cabergoline",pleuropulmonary abnormalities,FALSE
negsent1_811,lithium,,FALSE
pos_2884,phenytoin,hypersensitivity reactions,FALSE
negsent1_330,carbamazepine,deposits disappeared,FALSE
pos_3055,doxorubicin,cardiotoxicity,FALSE
pos_959,colchicine,myopathy,FALSE
pos_3292,gold,lichen planus,FALSE
pos_3134,tamoxifen,retinal changes,FALSE
pos_4238,vinorelbine,syndrome of inappropriate antidiuretic hormone,FALSE
pos_477,sulphasalazine,"fatal,immunoallergic reaction,sulphasalazine syndrome",FALSE
pos_2602,"bleomycin,oxygen",pulmonary toxicity,FALSE
pos_4265,metoclopramide,nonthrombocytopenic vascular-type palpable purpura,FALSE
pos_3236,cyclofenil,hepatic reactions,FALSE
pos_3567,"ethambutol,isoniazid",development of visually related side effects,FALSE
pos_1655,bp,severe angioedematous reaction,FALSE
pos_3854,mequitazine,"erythematous macule,immediate erythema",FALSE
neg_145,theophylline,ulcer,FALSE
pos_1620,ivermectin,severe hepatitis,FALSE
pos_1231,"carbamazepine,dantrolene,oxybutynin",carbamazepine intoxication,FALSE
negsent1_576,"carbamazepine,carbamazepine-10,11-epoxide",,FALSE
pos_2541,sulfadiazine,crystalluria,FALSE
negsent1_619,sertraline,depression,FALSE
pos_2673,amiodarone,thyrotoxicosis,FALSE
pos_1910,atra,teratogenic effect,FALSE
pos_334,quetiapine,exacerbating ocs,FALSE
pos_1296,fluphenazine,"neuroleptic malignant syndrome,nms",FALSE
pos_987,tacrolimus,rsds,FALSE
pos_467,amphotericin b,seizures,FALSE
pos_3962,methotrexate,pneumonitis,FALSE
negsent1_1290,sumatriptan,,FALSE
pos_3648,amphotericin b,fatal,FALSE
negsent1_1222,iodine,wound sepsis,FALSE
pos_811,salazosulfapyridine,infectious mononucleosis-like syndrome,FALSE
pos_2812,desipramine,"anhedonic ejaculation,ejaculation without orgasm",FALSE
pos_234,colchicine,myopathy,FALSE
pos_1603,olanzapine,"uncontrolled diabetes,weight gain",FALSE
pos_3150,chlorpropamide,hemolytic anemia,FALSE
pos_4052,enalapril,"acute renal failure,severe tubulointerstitial changes",FALSE
pos_66,brimonidine,central nervous system depression,FALSE
pos_2238,ethambutol,"bitemporal visual field defects,decreased visual acuity",FALSE
pos_4134,flutamide,decoupling of psa response,FALSE
